ind,path,state
09,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_09_state4.txt,4
24,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_24_state3.txt,3
07,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_07_state5.txt,5
04,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_04_state3.txt,3
36,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_36_state2.txt,2
27,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_27_state2.txt,2
22,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_22_state1.txt,1
13,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_13_state4.txt,4
25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_25_state2.txt,2
24,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_24_state4.txt,4
24,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_24_state5.txt,5
24,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_24_state2.txt,2
03,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_03_state3.txt,3
36,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_36_state2.txt,2
20,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_20_state3.txt,3
34,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_34_state1.txt,1
36,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_36_state2.txt,2
09,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_09_state4.txt,4
33,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_33_state4.txt,4
18,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_18_state5.txt,5
19,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_19_state1.txt,1
27,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_27_state4.txt,4
25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_25_state1.txt,1
22,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_22_state2.txt,2
14,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_14_state1.txt,1
10,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_10_state5.txt,5
30,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_30_state4.txt,4
23,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_23_state3.txt,3
23,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_23_state5.txt,5
27,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_27_state5.txt,5
04,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_04_state3.txt,3
14,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_14_state2.txt,2
07,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_07_state5.txt,5
25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_25_state1.txt,1
28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_28_state4.txt,4
26,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_26_state5.txt,5
22,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_22_state4.txt,4
09,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_09_state1.txt,1
35,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_35_state5.txt,5
36,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_36_state5.txt,5
03,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_03_state1.txt,1
20,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_20_state3.txt,3
34,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_34_state3.txt,3
01,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_01_state1.txt,1
34,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_34_state5.txt,5
31,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_31_state1.txt,1
28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_28_state2.txt,2
11,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_11_state4.txt,4
16,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_16_state5.txt,5
18,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_18_state2.txt,2
05,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_05_state2.txt,2
21,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_21_state2.txt,2
22,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_22_state2.txt,2
35,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_35_state2.txt,2
30,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_30_state2.txt,2
06,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_06_state3.txt,3
17,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_17_state3.txt,3
24,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_24_state4.txt,4
23,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_23_state2.txt,2
04,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_04_state2.txt,2
33,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_33_state1.txt,1
27,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_27_state1.txt,1
08,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_08_state1.txt,1
28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_28_state4.txt,4
22,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_22_state2.txt,2
28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_28_state3.txt,3
10,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_10_state1.txt,1
05,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_05_state4.txt,4
26,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_26_state4.txt,4
02,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_02_state1.txt,1
13,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_13_state1.txt,1
05,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_05_state2.txt,2
17,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_17_state5.txt,5
05,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_05_state2.txt,2
25,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_25_state3.txt,3
14,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_14_state5.txt,5
33,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_33_state5.txt,5
04,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_04_state3.txt,3
06,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_06_state1.txt,1
24,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_24_state1.txt,1
29,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_29_state3.txt,3
28,/home/roboto/Documents/GitHub/ICDeepLearning/Data/2/dados_28_state2.txt,2
33,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_33_state2.txt,2
20,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_20_state2.txt,2
35,/home/roboto/Documents/GitHub/ICDeepLearning/Data/4/dados_35_state4.txt,4
29,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_29_state2.txt,2
01,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_01_state2.txt,2
04,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_04_state5.txt,5
33,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_33_state4.txt,4
16,/home/roboto/Documents/GitHub/ICDeepLearning/Data/3/dados_16_state2.txt,2
13,/home/roboto/Documents/GitHub/ICDeepLearning/Data/7/dados_13_state5.txt,5
18,/home/roboto/Documents/GitHub/ICDeepLearning/Data/1/dados_18_state5.txt,5
04,/home/roboto/Documents/GitHub/ICDeepLearning/Data/5/dados_04_state3.txt,3
01,/home/roboto/Documents/GitHub/ICDeepLearning/Data/6/dados_01_state4.txt,4
