subject,path,state
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\19.csv,3
15575520170711,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170711\5\44.csv,5
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\10.csv,3
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\36.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\2\14.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\5\11.csv,5
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\2.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\5\21.csv,5
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\3\20.csv,3
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\23.csv,2
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\3\10.csv,3
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\1\25.csv,1
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\5\47.csv,5
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\5\17.csv,5
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\6.csv,3
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\4\38.csv,4
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\1\14.csv,1
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\3\43.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\1\37.csv,1
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\5\1.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\5\11.csv,5
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\4\44.csv,4
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\4\28.csv,4
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\5\38.csv,5
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\2\43.csv,2
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\5\44.csv,5
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\3\10.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\4\11.csv,4
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\1\42.csv,1
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\18.csv,3
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\8.csv,2
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\4\37.csv,4
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\1\33.csv,1
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\4\15.csv,4
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\3\15.csv,3
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\1\3.csv,1
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\1\2.csv,1
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\8.csv,3
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\2\40.csv,2
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\1\23.csv,1
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\2\34.csv,2
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\4\20.csv,4
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\3\46.csv,3
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\29.csv,2
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\3\24.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\3\2.csv,3
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\3\28.csv,3
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\1\38.csv,1
15575520170711,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170711\5\46.csv,5
15575520170711,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170711\5\21.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\2\30.csv,2
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\5\32.csv,5
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\1\16.csv,1
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\4\33.csv,4
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\5\43.csv,5
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\4\21.csv,4
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\2\19.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\1\29.csv,1
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\1\34.csv,1
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\46.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\2\17.csv,2
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\5\16.csv,5
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\27.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\3\1.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\2\33.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\5\4.csv,5
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\5\13.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\5\39.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\3\14.csv,3
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\2\13.csv,2
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\2\22.csv,2
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\4\31.csv,4
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\3\12.csv,3
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\1\5.csv,1
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\3.csv,2
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\2\36.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\1\11.csv,1
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\4\45.csv,4
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\4\25.csv,4
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\2\41.csv,2
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\2\39.csv,2
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\3\38.csv,3
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\5\13.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\5\36.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\4\27.csv,4
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\1\33.csv,1
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\5\14.csv,5
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\3\11.csv,3
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\34.csv,2
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\14.csv,2
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\2\34.csv,2
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\3\2.csv,3
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\3\17.csv,3
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\2\8.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\1\47.csv,1
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\1\2.csv,1
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\4\32.csv,4
12175820170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\12175820170609\3\1.csv,3
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\5\41.csv,5
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\3\32.csv,3
6469920170608,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\06469920170608\2\4.csv,2
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\9.csv,2
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\2\12.csv,2
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\2\22.csv,2
15575520170713,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\15575520170713\2\33.csv,2
10179520170504,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\10179520170504\5\6.csv,5
11869920170609,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\Originais_WCAR\768\11869920170609\1\8.csv,1
