subject,state,path
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\0.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\1.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\2.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\3.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\4.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\5.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\6.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\7.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\8.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\9.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\10.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\11.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\12.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\13.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\14.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\15.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\16.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\17.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\18.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\19.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\20.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\21.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\22.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\23.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\24.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\25.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\26.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\27.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\28.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\29.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\30.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\31.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\32.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\33.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\34.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\35.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\36.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\37.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\38.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\39.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\40.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\41.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\42.csv
_,1,C:\Users\Patrick\Documents\GitHub\ICDeepLearning\Data\FullDataset\256\_\1\43.csv
